충전소주소,충전기타입,충전기ID,충전기명칭,충전기 상태 코드,충전방식,충전소ID,충전소 명칭,위도,경도,충전기 상태 갱신 시각
서울특별시 마포구 성산동 531 경기장 서편 주차장,완속,614,완속03,충전가능,BC타입(5핀),194,상암월드컵경기장,37.56838316139128,126.89494282897327,2024-05-27 16:17:35
경상남도 창원시 의창구 원이대로 450(두대동145) GS25 앞,급속,618,급속03,충전중,DC차데모+DC콤보+AC3상,196,창원스포츠파크,35.234108,128.663252,2024-05-27 16:15:00
경상남도 창원시 의창구 원이대로 450(두대동145) GS25 앞,급속,620,급속05,충전가능,DC차데모+DC콤보+AC3상,196,창원스포츠파크,35.234108,128.663252,2024-05-27 16:15:00
서울특별시 중구 태평로1가 31 지하4층 주차장,급속,639,급속02,충전가능,DC차데모+DC콤보+AC3상,207,서울시청,37.56637355190597,126.97782327152096,2024-05-27 16:14:40
"서울특별시 도봉구 도봉로 552 (창동, 도봉구민회관) 구민회관 지상주차장",급속,644,급속01,충전가능,DC차데모+DC콤보+AC3상,211,도봉구민회관,37.653778,127.038292,2024-05-27 16:17:02
대전광역시 유성구 어은동 109 구청 후편 옥외 주차장,급속,1498,급속01,충전가능,DC차데모+DC콤보+AC3상,447,대전 유성구청 부설주차장,36.3620843152868,127.356383362987,2024-05-27 16:15:00
제주특별자치도 제주시 연동 422 주차장 입구 왼쪽,급속,2182,급속02,고장/점검,DC차데모+DC콤보+AC3상,679,제주KCTV,33.4812468837388,126.495963702291,2024-05-02 14:45:17
서울특별시 송파구 성내천로43길 6 B동 1층 공영주차장 우측,급속,2183,급속01,충전가능,DC차데모+DC콤보+AC3상,680,마천동1공영주차장,37.495181,127.155564,2024-05-27 16:15:33
제주특별자치도 제주시 용담2동 1950-5 주차장,급속,6118,급속01,충전가능,DC차데모+DC콤보+AC3상,2229,제주공항,33.5047571414185,126.493375539139,2024-05-27 16:15:00
경기도 이천시 창전동 144-1 지상 주자창 좌측,급속,369,급속01,충전가능,DC차데모+DC콤보+AC3상,30,이천지사,37.283178,127.447288,2024-05-27 16:15:00
서울특별시 서대문구 홍은동 11-23 공영주차장,급속,824,급속01,충전가능,DC차데모+DC콤보+AC3상,324,홍은1동 제4공영주차장,37.6014042281779,126.948961409334,2024-05-27 16:11:12
경기도 양평군 강상면 교평리 396-1 주차장(정문에서 좌측),급속,827,급속01,충전중,DC차데모+DC콤보+AC3상,301,양평지사,37.487193,127.480673,2024-05-27 16:15:00
서울특별시 광진구 자양3동 510-8 건물 진입 전 좌측,완속,830,완속01,고장/점검,BC타입(5핀),216,뚝도충전소,37.53631,127.069429,2024-05-16 09:40:23
인천광역시 부평구 갈산동 216 사옥 주차장 정문 왼편,급속,853,급속01,충전가능,DC차데모+DC콤보+AC3상,297,인천전력관리처,37.51485,126.730577,2024-05-27 16:17:43
경기도 의정부시 용민로 19번길 92 1층주차장(입구에서 좌측),급속,855,급속01,충전가능,DC차데모+DC콤보+AC3상,298,경기북부직할,37.736949,127.081969,2024-05-27 16:13:35
제주특별자치도 제주시 용담2동 1950-5 주차장,급속,6120,급속03,충전가능,DC차데모+DC콤보+AC3상,2229,제주공항,33.5047571414185,126.493375539139,2024-05-27 16:15:00
제주특별자치도 제주시 용담2동 1950-5 주차장,급속,6125,급속08,충전가능,DC차데모+DC콤보+AC3상,2229,제주공항,33.5047571414185,126.493375539139,2024-05-27 16:13:42
제주특별자치도 제주시 용담2동 1950-5 주차장,완속,6130,완속04,충전가능,BC타입(5핀),2229,제주공항,33.5047571414185,126.493375539139,2024-05-27 16:11:52
경기도 안양시 동안구 호계동 921 지상주차장 입구 좌측 담장측,완속,60,완속01[VP],충전가능,C타입(5핀),27,안양지사,37.3838866689132,126.947281339203,2024-05-27 16:15:45
경기도 안양시 동안구 호계동 921 지상주차장 입구 좌측 담장측,완속,61,완속02[VP],충전가능,C타입(5핀),27,안양지사,37.3838866689132,126.947281339203,2024-05-27 16:16:23
전라북도 익산시 팔봉동 850 지사 건물 옆 주차장,급속,497,급속01,충전가능,DC차데모+DC콤보+AC3상,131,익산지사01,35.961421,127.004751,2024-05-27 16:13:15
강원도 춘천시 후평동 95 본부주차장,급속,80,급속01[VP],충전가능,DC차데모+DC콤보+AC3상,43,강원직할,37.883416,127.750565,2024-05-27 16:10:52
"대전광역시 동구 용전동 9-7 본부 정문기준 좌,우측 주차장 각 1기",급속,84,급속01[VP],충전가능,DC차데모+DC콤보+AC3상,46,대전충남직할(공용),36.358205,127.435381,2024-05-27 16:10:59
"대전광역시 동구 용전동 9-7 본부 정문기준 좌,우측 주차장 각 1기",완속,85,완속01,충전가능,BC타입(5핀),46,대전충남직할(공용),36.358205,127.435381,2023-07-11 08:58:40
충청북도 충주시 수안보면 조산공원길 64 수안보연수원,급속,95,급속01,충전가능,DC차데모+DC콤보+AC3상,51,수안보연수원,36.84385968,127.9906742,2024-05-27 16:14:45
충청북도 청주시 흥덕구 오송읍 궁평리 368-1 KTX오송역사 주차장(진입로 바로 앞),완속,98,완속01,충전가능,BC타입(5핀),121,오송역(KTX),36.619997,127.329997,2024-05-27 16:14:13
제주특별자치도 서귀포시 화순서서로 59 레저파크텔 맞은편 주차장 도로쪽,급속,1484,급속02,충전가능,DC차데모+DC콤보+AC3상,434,안덕생활체육관,33.256075,126.328364,2024-05-27 16:15:26
제주특별자치도 서귀포시 대정읍 보성리 산 1-16 본관 후정 도로쪽 주차장,급속,1486,급속01,충전가능,DC차데모+DC콤보+AC3상,436,영어교육도시119센터,33.2789362501311,126.273274761791,2024-05-27 16:16:29
전라북도 부안군 부안읍 선은리 642-4 부안 지사 옆면 주차장,급속,959,급속01,충전가능,DC차데모+DC콤보+AC3상,314,부안지사,35.73798962038,126.734129236351,2024-05-27 16:17:03
"광주광역시 광산구 소촌동 654 (실외,캐노피)진입 후 좌측 주차장",급속,979,급속02,충전가능,DC차데모+DC콤보+AC3상,90,광산지사,35.1473100132475,126.789830013915,2024-05-27 16:15:00
전라남도 여수시 미평동 573-1 (실외완전노출) 주차장 우측,완속,983,완속07,충전가능,BC타입(5핀),170,여수지사(공용),34.7661720026186,127.704000889403,2024-05-27 16:16:59
전라남도 목포시 용해동 115-2 (실외완전노출)우측 주차장,급속,988,급속02,충전중,DC차데모+DC콤보+AC3상,96,목포지사,34.803454624823,126.409459883702,2024-05-27 16:15:00
전라남도 나주시 왕건길 53 정문 주차장 좌측,급속,990,급속01,충전가능,DC차데모+DC콤보+AC3상,94,나주지사,35.017546,126.713099,2024-05-27 16:15:00
전라남도 해남군 해남읍 해리 162 (실외완전노출)정문 및 후문 주차장,급속,994,급속02,충전가능,DC차데모+DC콤보+AC3상,128,해남지사(공용),34.5718747760626,126.609329829919,2024-05-27 16:16:35
제주특별자치도 서귀포시 안덕면 사계남로216번길 28 산방산랜드 근처 공영주차장 위쪽,급속,1490,급속02,충전가능,DC차데모+DC콤보+AC3상,438,용머리해안,33.2339822,126.3111,2024-05-27 16:17:08
전라북도 정읍시 연지동 252-26 본관 뒤 주차장,급속,503,급속01,충전중,DC차데모+DC콤보+AC3상,175,정읍지사,35.569459,126.843541,2024-05-27 16:15:00
경기도 양주시 덕정길 67 1층주차장(정면),급속,1344,급속01,충전가능,DC차데모+DC콤보+AC3상,391,회천1동주민센터,37.844233,127.066058,2024-05-27 16:15:00
경기도 안산시 단원구 고잔동 518-1 지사 후문 지상주차장 중심부근,완속,1405,완속07,충전가능,BC타입(5핀),26,안산지사(공용),37.3205947738806,126.827539082891,2024-05-27 16:15:59
경기도 안양시 동안구 호계동 921 지상주차장 입구 좌측 담장측,완속,1418,완속06,충전가능,C타입(5핀),27,안양지사,37.3838866689132,126.947281339203,2024-05-27 16:16:59
경기도 안양시 동안구 호계동 921 지상주차장 입구 좌측 담장측,완속,1421,완속09,충전가능,C타입(5핀),27,안양지사,37.3838866689132,126.947281339203,2024-05-27 16:15:59
서울특별시 강북구 미아동 190-1 지하 1층 주차장,완속,317,완속06,충전가능,BC타입(5핀),10,강북성북지사(공용),37.630923,127.024819,2024-05-27 16:13:34
서울특별시 마포구 토정로37길 38 지상 주차장,급속,324,급속01,충전가능,DC차데모+DC콤보+AC3상,13,마포용산지사,37.542199,126.947182,2024-05-27 16:17:13
서울특별시 성동구 마장로27길 13 후문주차장,급속,328,급속01,충전가능,DC차데모+DC콤보+AC3상,15,광진성동지사,37.567845,127.034026,2024-05-27 16:15:00
경상남도 통영시 광도면 죽림리 1575-2 건물정면 앞 지상주차장,완속,243,완속02,충전가능,C타입(5핀),85,통영지사(공용),34.882401,128.416489,2024-05-27 16:15:00
충청남도 서산시 한마음16로 63 지상주차장 우측,급속,915,급속01,충전가능,DC차데모+DC콤보+AC3상,151,서산지사,36.775126,126.45431,2024-05-27 16:15:00
전라북도 전주시 덕진구 벚꽃로 55 구청 주차장 민원실 입구 옆,급속,6833,급속01,충전가능,DC차데모+DC콤보+AC3상,2560,덕진구청,35.829318,127.134903,2024-05-27 16:16:14
서울특별시 서초구 내곡동 6-7 1층 주차장,급속,6761,급속01,충전가능,DC차데모+DC콤보+AC3상,2512,서울시립어린이병원,37.4557176389,127.0688535528,2024-05-27 16:12:15
인천광역시 남동구 논현동 639-1 입차시 지상주차장 좌측,급속,715,급속01,충전가능,DC차데모+DC콤보+AC3상,261,LH인천본부,37.40049,126.712383,2024-05-27 16:14:31
경상북도 칠곡군 왜관읍 구상길 178 지상주차장(북측),완속,435,완속02,충전가능,BC타입(5핀),159,칠곡지사(공용),35.98267,128.394734,2024-05-27 16:15:27
경상북도 포항시 남구 구룡포읍 구룡포리 466-1 출장소 사내주차장 좌측,급속,436,급속01,고장/점검,DC차데모+DC콤보+AC3상,201,포항지사출장소,35.992442,129.556235,2023-11-03 14:00:26
울산광역시 북구 진장동 820-1 사옥 정면 고객용 주차장,급속,445,급속01,충전가능,DC차데모+DC콤보+AC3상,67,동울산지사,35.557678,129.359626,2024-05-27 16:17:50
경상남도 김해시 부원동 624-5 지상주차장 진입 직후 좌측 주차장,급속,449,급속01,충전가능,DC콤보,64,김해지사,35.22753501,128.8890928,2024-05-27 16:16:23
부산광역시 서구 토성동1가 23 본관 주차장 뒷편 주차장 중앙 및 우측 주차면,급속,459,급속01,충전가능,DC콤보,72,중부산지사,35.099494,129.023212,2024-05-27 16:11:06
충청북도 음성군 맹동면 쌍정리 137-9 지상주차장,급속,6855,급속01,충전가능,DC차데모+DC콤보+AC3상,2579,맹동면사무소,36.929714,127.562492,2024-05-27 16:14:15
제주특별자치도 제주시 삼양2동 2176-13 주차장,급속,8061,급속01,충전중,DC차데모+DC콤보+AC3상,3042,삼양2동 공영주차장,33.5199117338879,126.5825044407,2024-05-27 16:15:00
제주특별자치도 제주시 애월읍 애조로 215 주차장 위병소 옆,급속,1445,급속01,충전가능,DC차데모+DC콤보+AC3상,412,서부경찰서,33.473854,126.406239,2024-05-27 16:13:23
대구광역시 수성구 대흥동 504 버스주차장,급속,676,급속02,충전가능,DC차데모+DC콤보+AC3상,232,대구스타디움 버스주차장,35.826554,128.685269,2024-05-27 16:13:48
서울특별시 강동구 천호대로 1005 지하5층 주자장 출구방향 오른쪽 ,급속,667,급속03,충전가능,DC차데모+DC콤보+AC3상,226,현대백화점 천호점,37.539426,127.124332,2024-05-27 16:15:00
대구광역시 서구 비산동 312-7 지상주차장(후문 동측 고객용),완속,426,완속03,충전중,BC타입(5핀),156,서대구지사,35.869746,128.570835,2024-05-27 16:15:00
울산광역시 울주군 삼남면 교동리 1607-2 본관건물 고객지원팀 앞 2층 주차장 안,급속,452,급속01,충전가능,DC차데모+DC콤보+AC3상,69,서울산지사(공용),35.557884,129.112755,2024-05-27 16:13:06
"광주광역시 광산구 소촌동 654 (실외,캐노피)진입 후 좌측 주차장",급속,476,급속01,충전가능,DC차데모+DC콤보+AC3상,90,광산지사,35.1473100132475,126.789830013915,2024-05-27 16:13:02
전라북도 진안군 진안읍 군하리 427 지사 주차장,급속,510,급속01,충전가능,DC차데모+DC콤보+AC3상,176,진안지사(공용),35.78994666845414,127.42157598863149,2024-05-27 16:17:16
충청남도 홍성군 금마면 부평리 438-5 금마면사무소 버스정류장 옆,급속,6793,급속02,충전가능,DC차데모+DC콤보+AC3상,2529,금마면사무소 부설주차장,36.611808,126.73229,2024-05-27 16:15:00
울산광역시 남구 옥동 364 주차장 입구 진입 후 A6구역,급속,1213,급속01,충전가능,DC차데모+DC콤보+AC3상,368,울산대공원 남문주차장,35.5266591523564,129.2856489072904,2024-05-27 16:15:00
경기도 안양시 동안구 호계동 921 지상주차장 입구 좌측 담장측,완속,362,완속04,충전가능,C타입(5핀),27,안양지사,37.3838866689132,126.947281339203,2024-05-27 16:15:38
제주특별자치도 제주시 이도2동 1963-7 주차장,급속,8063,급속01,충전가능,DC차데모+DC콤보+AC3상,3043,베라체 공영주차장,33.4930399344364,126.545412303663,2024-05-27 16:15:00
서울특별시 광진구 자양3동 510-8 건물 진입 전 좌측,급속,828,급속01,충전중,DC차데모+DC콤보+AC3상,216,뚝도충전소,37.53631,127.069429,2024-05-27 16:15:00
경기도 오산시 원동 806 지상주차장,급속,365,급속01,충전가능,DC차데모+DC콤보+AC3상,28,오산지사,37.1354101947719,127.072467193933,2024-05-27 16:12:50
인천광역시 연수구 송도동 7-50 지하1층 기둥번호 B13,급속,6826,급속02,충전가능,DC차데모+DC콤보+AC3상,2554,인천테크노파크,37.382223,126.654023,2024-05-27 16:15:00
경상남도 양산시 남부동 505 양산문화회관 건너편 주차장,급속,6089,급속02,충전중,DC차데모+DC콤보+AC3상,2203,양산시청,35.33286678136356,129.03601199225014,2024-05-27 16:15:00
인천광역시 계양구 계산동 1079-1 서측주차장 그린존,급속,6822,급속01,충전가능,DC차데모+DC콤보+AC3상,2551,계양구청,37.537318,126.73689,2024-05-27 16:15:00
경기도 고양시 덕양구 행신동 774 지상주차장,급속,5884,급속01,충전가능,DC차데모+DC콤보+AC3상,2043,여성회관(행신동),37.6173740135664,126.836231269934,2024-05-27 16:13:49
전라남도 목포시 석현동 608-6 (실외완전노출)공영 주차장,급속,6000,급속01,충전가능,DC차데모+DC콤보+AC3상,2144,목포농협 하나로마트,34.8233609277625,126.422112094309,2024-05-27 16:13:35
충청남도 태안군 태안읍 남문리 90 군청내 주차장 시설에서 좌측 주차장,급속,5981,급속01,충전가능,DC차데모+DC콤보+AC3상,2126,태안군청 부설주차장,36.744877,126.298886,2024-05-27 16:13:13
전라남도 목포시 용당동 1188-2 (실외완전노출)시청건물 옆,급속,6736,급속01,충전가능,DC차데모+DC콤보+AC3상,2489,목포시청 민원주차장,34.8116776811605,126.392303144213,2024-05-27 16:16:54
충청남도 아산시 탕정면 호산리 524-2 하나로마트 주차장,급속,5976,급속01,충전가능,DC차데모+DC콤보+AC3상,2123,탕정농협 하나로마트,36.807935,127.073882,2024-05-27 16:14:01
서울특별시 송파구 양재대로 932 가락몰 지하3층 주차장 B3 s23,급속,659,급속03,충전가능,DC차데모+DC콤보+AC3상,222,가락시장,37.493512,127.116489,2024-05-27 16:15:00
충청남도 홍성군 홍성읍 오관리 474-7 홍성읍사무소 부설주차장,급속,6791,급속02,충전가능,DC차데모+DC콤보+AC3상,2528,홍성읍사무소 부설주차장,36.596892,126.663076,2024-05-27 16:15:06
